id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
WHSC1L1	4	0.56061	0.61851	1.0	10029	1	-0.014503	0.58015	0.59637	0.964735	10530	1	-0.014503
FAM129C	4	0.56068	0.61851	1.0	10030	1	0.05944	0.00868	0.015619	0.441113	605	2	0.05944
BTN2A2	4	0.56074	0.61851	1.0	10031	1	0.040213	0.11563	0.18649	0.839266	3786	2	0.040213
IL2RB	3	0.56081	0.61851	1.0	10032	1	-0.05151	0.91892	0.90003	0.990189	15563	0	-0.05151
ZNF485	3	0.56095	0.61852	1.0	10033	1	-0.083268	0.6716	0.66401	0.970143	11687	1	-0.083268
TNC	4	0.56098	0.61852	1.0	10034	1	0.20999	0.066812	0.11456	0.798789	2461	2	0.20999
RFPL4A	2	0.56101	0.61852	1.0	10035	0	-0.065495	0.81051	0.78681	0.982614	13734	0	-0.065495
OR51I1	2	0.56105	0.61852	1.0	10036	0	0.11326	0.22102	0.30371	0.905142	5758	1	0.11326
BCORL1	4	0.56132	0.6191	1.0	10037	1	0.28275	0.072335	0.12393	0.800993	2611	3	0.28275
ANKMY2	2	0.56144	0.6191	1.0	10038	0	-0.021882	0.63544	0.63288	0.968392	11179	0	-0.021882
C2orf84	4	0.56152	0.6191	1.0	10039	1	0.044495	0.8658	0.84215	0.984931	14660	0	0.044495
SCARA5	2	0.56157	0.6191	1.0	10040	0	-0.016795	0.67811	0.66902	0.970143	11779	0	-0.016795
TWIST2	2	0.56167	0.6191	1.0	10041	0	-0.011342	0.71309	0.69687	0.973165	12266	0	-0.011342
MPZL1	5	0.56189	0.6191	1.0	10042	1	-0.021357	0.27933	0.36289	0.91976	6757	2	-0.021357
ERGIC3	4	0.56192	0.61912	1.0	10043	1	-0.037024	0.82653	0.80755	0.984303	14011	0	-0.037024
ALDH3B2	3	0.56214	0.61921	1.0	10044	1	0.038342	0.12641	0.19954	0.839266	4059	1	0.038342
SLC6A16	4	0.56216	0.61921	1.0	10045	1	0.053107	0.23059	0.31582	0.913701	5936	2	0.053107
MYT1	2	0.56239	0.61924	1.0	10046	0	0.013341	0.60631	0.6118	0.964735	10833	0	0.013341
BRAF	3	0.56249	0.61924	1.0	10047	1	-0.10958	0.5556	0.5794	0.964735	10253	1	-0.10958
RBMS2	3	0.56252	0.62003	1.0	10048	1	0.086397	0.68473	0.67196	0.970143	11860	1	0.086397
RASSF4	3	0.5626	0.62003	1.0	10049	1	0.40017	0.03125	0.060513	0.709277	1459	2	0.40017
CPN2	3	0.56271	0.62028	1.0	10050	1	-0.068057	0.92572	0.90849	0.990189	15712	0	-0.068057
SMG9	4	0.56276	0.62028	1.0	10051	1	0.025515	0.4243	0.4887	0.944115	8808	2	0.025515
AKR1B10	2	0.56285	0.62028	1.0	10052	0	0.088784	0.1747	0.25182	0.875362	4939	1	0.088784
DEFB134	3	0.56292	0.62028	1.0	10053	1	-0.020245	0.76842	0.7472	0.97748	13071	0	-0.020245
ANG	2	0.56293	0.62028	1.0	10054	0	0.11154	0.32144	0.3987	0.924042	7375	1	0.11154
PGLYRP3	4	0.56303	0.62028	1.0	10055	1	-0.011061	0.84184	0.8216	0.984303	14258	0	-0.011061
ZFP90	3	0.56303	0.62028	1.0	10056	1	0.10223	0.15317	0.23021	0.857434	4547	1	0.10223
SPATA12	3	0.56306	0.62053	1.0	10057	1	0.068927	0.08857	0.14513	0.810976	3065	1	0.068927
SORCS3	3	0.56308	0.62053	1.0	10058	1	-0.054526	0.49154	0.52995	0.952092	9543	1	-0.054526
GEMIN8	4	0.5632	0.62054	1.0	10059	1	0.11078	0.1204	0.19326	0.839266	3911	2	0.11078
CHST8	2	0.56326	0.62104	1.0	10060	0	-0.069809	0.80925	0.78481	0.981182	13714	0	-0.069809
LDHAL6A	4	0.56326	0.62104	1.0	10061	1	-0.10623	0.95851	0.94782	0.993803	16318	0	-0.10623
ZNF582	4	0.5633	0.62104	1.0	10062	1	-0.10837	0.026727	0.050397	0.664625	1306	1	-0.10837
CDC40	3	0.56349	0.62104	1.0	10063	1	0.21424	0.11287	0.18061	0.833501	3714	2	0.21424
SYCE2	2	0.56361	0.62104	1.0	10064	0	-0.021541	0.74669	0.72661	0.977129	12742	0	-0.021541
PIM3	4	0.56363	0.62104	1.0	10065	1	0.18419	0.098499	0.15874	0.815256	3315	3	0.18419
SMNDC1	4	0.56383	0.62104	1.0	10066	1	0.12871	0.29547	0.37674	0.921103	7000	2	0.12871
TRAF3IP2	7	0.56386	0.62104	1.0	10067	2	0.072028	0.83444	0.81444	0.984303	14141	1	0.072028
DSN1	2	0.56394	0.62104	1.0	10068	0	0.064873	0.33538	0.41079	0.926664	7589	1	0.064873
MGEA5	3	0.564	0.62104	1.0	10069	1	-0.032076	0.8985	0.87759	0.989537	15198	0	-0.032076
DIRAS2	2	0.564	0.62104	1.0	10071	0	-0.045715	0.72595	0.7088	0.974802	12447	0	-0.045715
PRRG4	4	0.564	0.62104	1.0	10070	1	-0.098934	0.78054	0.75846	0.97748	13271	1	-0.098934
TP53I3	8	0.56403	0.62104	1.0	10072	2	-0.039219	0.6249	0.62291	0.967444	11041	1	-0.039219
HUWE1	4	0.56437	0.62117	1.0	10073	1	0.13446	0.064844	0.11342	0.797829	2393	2	0.13446
COPG1	5	0.56463	0.62119	1.0	10074	1	0.030857	0.91279	0.89307	0.990189	15457	0	0.030857
PGM2L1	4	0.56474	0.62119	1.0	10075	1	0.014017	0.85128	0.82871	0.984303	14410	0	0.014017
DNAJA4	5	0.56483	0.62172	1.0	10076	1	0.069481	0.066003	0.11398	0.797829	2435	3	0.069481
AJUBA	7	0.56494	0.62172	1.0	10077	2	0.080853	0.27742	0.36211	0.91976	6723	3	0.080853
POU3F2	2	0.56497	0.62172	1.0	10078	0	-0.026251	0.71044	0.69415	0.972173	12226	0	-0.026251
RND3	2	0.56505	0.62221	1.0	10079	0	-0.093776	0.87585	0.85334	0.984931	14826	0	-0.093776
CNTN5	2	0.5652	0.62276	1.0	10080	0	0.022721	0.46084	0.5109	0.9473	9232	1	0.022721
SARS	4	0.56524	0.62276	1.0	10081	1	0.098817	0.36766	0.43692	0.931838	8028	2	0.098817
CLDN8	2	0.56526	0.62276	1.0	10082	0	0.064011	0.45785	0.50828	0.947134	9205	1	0.064011
MMS19	4	0.56541	0.62276	1.0	10083	1	0.10575	0.063655	0.11127	0.797829	2364	2	0.10575
PBX3	4	0.56547	0.62276	1.0	10084	1	-0.10651	0.461	0.5109	0.9473	9236	1	-0.10651
ZFR2	5	0.56583	0.62325	1.0	10085	1	-0.039488	0.27753	0.36211	0.91976	6725	2	-0.039488
KIAA0319	3	0.56593	0.62325	1.0	10086	1	0.015032	0.78588	0.76152	0.97748	13351	0	0.015032
CP	4	0.56601	0.62325	1.0	10087	1	-0.061794	0.72591	0.7088	0.974802	12446	1	-0.061794
PARP14	4	0.56604	0.62325	1.0	10088	1	-0.13639	0.91746	0.89862	0.990189	15532	0	-0.13639
AGL	6	0.56612	0.62325	1.0	10089	1	-0.047675	0.53892	0.56525	0.962874	10058	2	-0.047675
AGXT	6	0.56622	0.62334	1.0	10090	1	-0.0071788	0.90335	0.88258	0.989673	15288	1	-0.0071788
MAGEB2	2	0.56633	0.62334	1.0	10091	0	0.023218	0.59403	0.60309	0.964735	10682	0	0.023218
H2BFWT	3	0.56655	0.62358	1.0	10092	1	-0.089518	0.1294	0.20221	0.840633	4118	1	-0.089518
ASCL1	2	0.56664	0.62358	1.0	10093	0	0.13616	0.36432	0.4345	0.931838	7978	1	0.13616
ENPP2	3	0.56671	0.62408	1.0	10094	1	-5.7083e-06	0.8154	0.79149	0.983044	13807	0	-5.7083e-06
FEN1	2	0.56672	0.62408	1.0	10095	0	0.11443	0.40395	0.47387	0.944115	8515	1	0.11443
CAPN2	3	0.56685	0.62408	1.0	10096	1	-0.049885	0.74336	0.72327	0.976488	12692	0	-0.049885
LYSMD2	3	0.5669	0.62408	1.0	10097	1	-0.051584	0.52024	0.55021	0.956592	9860	1	-0.051584
CCDC80	3	0.56695	0.62408	1.0	10098	1	0.052279	0.83906	0.81849	0.984303	14217	0	0.052279
TREX1	3	0.56701	0.62408	1.0	10099	1	-0.042952	0.39164	0.46014	0.944115	8356	1	-0.042952
CHRM5	2	0.56717	0.62408	1.0	10100	0	0.12424	0.28457	0.36641	0.919932	6838	1	0.12424
DAK	2	0.56733	0.62415	1.0	10101	0	0.038791	0.53947	0.56527	0.962874	10066	1	0.038791
TUBB6	3	0.56744	0.62415	1.0	10102	1	0.093024	0.67723	0.66892	0.970143	11764	1	0.093024
METTL23	4	0.56761	0.62415	1.0	10103	1	0.22428	0.087994	0.14416	0.810976	3049	3	0.22428
VPREB1	3	0.56773	0.62417	1.0	10104	1	0.30507	0.033347	0.066082	0.741204	1522	2	0.30507
PTP4A1	3	0.56797	0.62418	1.0	10105	1	-0.045231	0.62693	0.62508	0.96823	11063	1	-0.045231
SEC23IP	4	0.56801	0.62418	1.0	10106	1	-0.011275	0.94465	0.93187	0.993803	16061	0	-0.011275
GPR56	2	0.56826	0.62418	1.0	10107	0	-0.0082064	0.63224	0.63065	0.968392	11121	0	-0.0082064
ANAPC11	5	0.56831	0.62418	1.0	10108	1	0.22599	0.075719	0.12681	0.800993	2699	3	0.22599
CCM2	5	0.56838	0.62418	1.0	10109	1	0.16033	0.020271	0.038763	0.61216	1091	3	0.16033
BPIFB2	4	0.56844	0.62418	1.0	10110	1	-0.066502	0.66756	0.66061	0.970143	11624	1	-0.066502
RNF24	2	0.56856	0.62425	1.0	10111	0	-0.11358	0.84603	0.82504	0.984303	14332	0	-0.11358
ESRP2	3	0.56867	0.62425	1.0	10112	1	0.062279	0.76718	0.7453	0.97748	13054	0	0.062279
ARHGDIA	4	0.5687	0.62425	1.0	10113	1	0.027328	0.66554	0.66011	0.970143	11596	1	0.027328
OR52K2	2	0.56881	0.62425	1.0	10114	0	-0.0083558	0.67795	0.66902	0.970143	11775	0	-0.0083558
IGFBP1	4	0.56884	0.62434	1.0	10115	1	0.043343	0.54908	0.57423	0.964735	10173	1	0.043343
ASCC3	7	0.56885	0.62434	1.0	10116	2	0.27005	0.058196	0.10488	0.797829	2221	4	0.27005
SCCPDH	3	0.56885	0.62434	1.0	10117	1	0.22577	0.047249	0.091488	0.797829	1934	2	0.22577
GAL3ST4	3	0.56896	0.62434	1.0	10118	1	0.17116	0.23959	0.32468	0.915131	6077	2	0.17116
CXorf40B	2	0.56906	0.62434	1.0	10119	0	0.29529	0.44111	0.49918	0.944115	9023	1	0.29529
EEA1	3	0.56912	0.62434	1.0	10120	1	-0.19764	0.92446	0.90756	0.990189	15688	0	-0.19764
THOC5	3	0.56915	0.62434	1.0	10121	1	-0.12282	0.6704	0.66284	0.970143	11669	1	-0.12282
SEC22C	4	0.5695	0.62484	1.0	10122	1	0.023878	0.16271	0.23709	0.857434	4733	2	0.023878
CLDN4	2	0.56961	0.62484	1.0	10123	0	0.11156	0.34855	0.4226	0.927882	7780	1	0.11156
MYO10	4	0.56963	0.62484	1.0	10124	1	0.18754	0.2472	0.33131	0.918244	6196	2	0.18754
AFF2	5	0.5699	0.62494	1.0	10125	1	0.091763	0.17624	0.25399	0.876633	4970	3	0.091763
TBC1D2	8	0.56995	0.62494	1.0	10126	2	0.0054109	0.0040505	0.0055553	0.25943	373	2	0.0054109
PRR22	3	0.57	0.62495	1.0	10127	1	0.032351	0.72579	0.7088	0.974802	12443	0	0.032351
TNFSF9	3	0.57035	0.62524	1.0	10128	1	-0.0010114	0.71482	0.69835	0.973165	12287	1	-0.0010114
TMED8	4	0.57036	0.62524	1.0	10129	1	0.11106	0.31767	0.39623	0.924042	7318	2	0.11106
AXL	4	0.5704	0.62573	1.0	10130	1	0.049175	0.75699	0.73493	0.97748	12881	1	0.049175
PCDHA4	2	0.57041	0.62574	1.0	10131	0	-0.007068	0.61565	0.61746	0.964735	10940	0	-0.007068
MTPN	3	0.57048	0.62574	1.0	10132	1	-0.017358	0.37365	0.44237	0.931838	8105	1	-0.017358
SPATA22	2	0.57065	0.62574	1.0	10133	0	0.067072	0.38344	0.44858	0.932524	8243	1	0.067072
NUDT16L1	4	0.57093	0.62628	1.0	10134	1	-0.1383	0.61027	0.61361	0.964735	10874	1	-0.1383
PLCG1	3	0.57093	0.62628	1.0	10135	1	-0.12162	0.0081012	0.013145	0.392736	579	1	-0.12162
SAMD5	4	0.57096	0.62628	1.0	10136	1	0.065779	0.83298	0.81289	0.984303	14117	0	0.065779
POP4	2	0.57102	0.62628	1.0	10137	0	0.046077	0.51986	0.5501	0.956592	9854	1	0.046077
STXBP5L	4	0.57103	0.62628	1.0	10138	1	0.13381	0.5795	0.59549	0.964735	10520	1	0.13381
HOXD13	4	0.57119	0.62628	1.0	10139	1	-0.039618	0.065467	0.11358	0.797829	2411	1	-0.039618
RMND5B	4	0.57139	0.62628	1.0	10140	1	-0.086036	0.55017	0.57472	0.964735	10185	1	-0.086036
TMEM229A	2	0.57176	0.62628	1.0	10141	0	0.16507	0.1935	0.27202	0.885915	5254	1	0.16507
MRTO4	3	0.57176	0.62628	1.0	10142	1	0.01367	0.063072	0.11091	0.797829	2346	1	0.01367
CCL14	4	0.57179	0.62628	1.0	10143	1	0.047483	0.61033	0.61384	0.964735	10876	1	0.047483
AGPAT5	4	0.57192	0.62628	1.0	10144	1	0.10962	0.35971	0.43007	0.930863	7915	2	0.10962
ATL2	5	0.57204	0.62653	1.0	10145	1	0.51215	0.00044499	0.00064656	0.108109	104	4	0.51215
SGK2	2	0.57208	0.62655	1.0	10146	0	-0.0376	0.83652	0.81705	0.984303	14177	0	-0.0376
SP1	3	0.57213	0.62655	1.0	10147	1	0.36559	0.012078	0.022082	0.492194	769	2	0.36559
ART5	3	0.57216	0.62655	1.0	10148	1	0.020684	0.44326	0.49944	0.944115	9047	1	0.020684
MPP1	3	0.57218	0.62655	1.0	10149	1	0.030967	0.4605	0.51013	0.9473	9227	1	0.030967
CCDC74B	2	0.57219	0.62655	1.0	10150	0	0.1229	0.19443	0.27257	0.885915	5276	1	0.1229
PLA2G10	2	0.57221	0.62655	1.0	10151	0	0.21075	0.053467	0.098631	0.797829	2097	1	0.21075
RSPO3	4	0.57231	0.62655	1.0	10152	1	0.068351	0.55645	0.57987	0.964735	10261	1	0.068351
OR13C9	2	0.57239	0.62707	1.0	10153	0	0.12158	0.21328	0.29457	0.899746	5618	1	0.12158
FOXA3	4	0.57258	0.62707	1.0	10154	1	-0.048981	0.88205	0.85819	0.984965	14936	0	-0.048981
DGCR6L	3	0.57264	0.62707	1.0	10155	1	-0.036673	0.77584	0.75392	0.97748	13184	0	-0.036673
TCAP	4	0.57274	0.62707	1.0	10156	1	0.10449	0.81298	0.79006	0.982933	13774	1	0.10449
C6orf132	4	0.57301	0.62707	1.0	10157	1	0.013327	0.064102	0.1118	0.797829	2371	1	0.013327
TLL1	5	0.57307	0.62707	1.0	10158	1	0.11046	0.082438	0.13613	0.800993	2887	3	0.11046
ME3	4	0.57314	0.62709	1.0	10159	1	0.038448	0.19137	0.26917	0.885915	5215	2	0.038448
CES3	8	0.57318	0.62709	1.0	10160	2	-0.049399	0.57068	0.58914	0.964735	10416	2	-0.049399
ZNF562	5	0.57334	0.62757	1.0	10161	1	-0.020775	0.85448	0.83031	0.984303	14457	1	-0.020775
TBC1D22A	4	0.57344	0.62757	1.0	10162	1	-0.0051882	0.87273	0.84953	0.984931	14769	0	-0.0051882
PBOV1	2	0.57351	0.62757	1.0	10163	0	0.14332	0.21572	0.2974	0.901351	5663	1	0.14332
ZNF93	2	0.57353	0.62757	1.0	10164	0	-0.13709	0.82125	0.80271	0.984303	13899	0	-0.13709
VSIG10	4	0.57354	0.62757	1.0	10165	1	-0.077097	0.88541	0.86291	0.986866	14981	0	-0.077097
CCAR1	4	0.5736	0.62757	1.0	10166	1	0.34374	0.00034379	0.00046239	0.08851	90	2	0.34374
TRIM3	5	0.5737	0.62757	1.0	10167	1	-0.064696	0.4665	0.51359	0.947501	9296	1	-0.064696
MRC2	3	0.5737	0.62757	1.0	10168	1	0.019705	0.081775	0.13574	0.800993	2866	1	0.019705
C3orf43	3	0.5738	0.62814	1.0	10169	1	-0.063261	0.77289	0.74988	0.97748	13141	0	-0.063261
AGPAT9	4	0.57386	0.62814	1.0	10170	1	-0.033933	0.8242	0.80535	0.984303	13953	0	-0.033933
ZNF844	3	0.57391	0.62814	1.0	10171	1	0.031484	0.6996	0.68566	0.971441	12082	1	0.031484
ORM2	2	0.57404	0.62815	1.0	10172	0	-0.19012	0.76987	0.7478	0.97748	13096	0	-0.19012
SVEP1	4	0.57413	0.62866	1.0	10173	1	0.0073422	0.283	0.36491	0.91976	6810	1	0.0073422
ARFGEF2	4	0.57426	0.62866	1.0	10174	1	0.092533	0.4041	0.47388	0.944115	8518	2	0.092533
MAGI1	5	0.57429	0.62866	1.0	10175	1	-0.04632	0.19658	0.27468	0.885915	5318	1	-0.04632
SLC39A12	4	0.57433	0.62866	1.0	10176	1	0.13413	0.072685	0.12418	0.800993	2614	2	0.13413
FSTL1	3	0.57447	0.62916	1.0	10177	1	-0.048145	0.74647	0.72616	0.977129	12737	0	-0.048145
ADCY4	3	0.57449	0.62916	1.0	10179	1	0.14953	0.17412	0.25108	0.874096	4932	2	0.14953
SH3GL3	2	0.57449	0.62916	1.0	10178	0	0.22688	0.13374	0.20689	0.846754	4197	1	0.22688
TRIM13	2	0.57453	0.62916	1.0	10180	0	0.05103	0.36944	0.43925	0.931838	8049	1	0.05103
ALPK1	4	0.57459	0.62916	1.0	10181	1	0.053126	0.57495	0.59308	0.964735	10473	1	0.053126
ZER1	4	0.57462	0.62916	1.0	10182	1	0.017009	0.39902	0.47088	0.944115	8451	2	0.017009
NPR2	3	0.57497	0.62916	1.0	10183	1	0.038089	0.7692	0.74737	0.97748	13084	0	0.038089
RHOV	4	0.57518	0.62932	1.0	10184	1	0.070852	0.35236	0.42416	0.927882	7830	2	0.070852
FAHD2A	3	0.57521	0.62932	1.0	10185	1	0.19313	0.10915	0.17619	0.832655	3600	2	0.19313
TRMT5	3	0.57526	0.62932	1.0	10186	1	0.29624	0.065707	0.11368	0.797829	2418	2	0.29624
SPATA2L	3	0.57531	0.62933	1.0	10187	1	0.21177	0.05142	0.096144	0.797829	2049	2	0.21177
RPS9	2	0.57534	0.62933	1.0	10188	0	-0.11144	0.79598	0.77319	0.979784	13509	0	-0.11144
DDX52	3	0.57542	0.62933	1.0	10189	1	0.115	0.19905	0.27744	0.888692	5354	2	0.115
CCDC138	3	0.57545	0.62983	1.0	10190	1	-0.017448	0.37026	0.44033	0.931838	8058	1	-0.017448
GPR171	3	0.5756	0.63005	1.0	10191	1	-0.051359	0.87221	0.84914	0.984931	14759	0	-0.051359
BSX	4	0.57564	0.63005	1.0	10192	1	0.15682	0.33969	0.41451	0.926664	7647	2	0.15682
ISOC1	3	0.57566	0.63005	1.0	10193	1	0.15642	0.19833	0.27735	0.888692	5341	2	0.15642
SLIT3	4	0.57567	0.63005	1.0	10194	1	0.31555	0.061791	0.10905	0.797829	2319	3	0.31555
MLN	3	0.57568	0.63005	1.0	10195	1	0.15077	0.058492	0.10491	0.797829	2231	2	0.15077
THAP4	7	0.57598	0.63005	1.0	10196	2	0.075764	0.13648	0.21135	0.851893	4250	3	0.075764
MYO1E	2	0.576	0.63005	1.0	10197	0	0.92656	0.0010766	0.001564	0.163749	166	1	0.92656
SAFB2	3	0.576	0.63005	1.0	10198	1	-0.09457	0.3947	0.46499	0.944115	8394	1	-0.09457
SLC41A2	4	0.57633	0.63007	1.0	10199	1	-0.030044	0.53027	0.56087	0.961946	9969	1	-0.030044
SYDE2	6	0.57634	0.63007	1.0	10200	1	0.027542	0.29846	0.37813	0.921103	7045	3	0.027542
S1PR4	2	0.57634	0.63007	1.0	10201	0	-0.093464	0.8373	0.81768	0.984303	14193	0	-0.093464
OR2T11	3	0.57637	0.63007	1.0	10202	1	-0.11806	0.25764	0.34368	0.91976	6387	1	-0.11806
GPR119	2	0.57654	0.63007	1.0	10203	0	0.031758	0.44605	0.50018	0.944115	9077	1	0.031758
RCE1	3	0.57658	0.63007	1.0	10204	1	0.083938	0.43472	0.4963	0.944115	8967	1	0.083938
CREB3L3	3	0.57661	0.63007	1.0	10205	1	0.26584	0.12448	0.19806	0.839266	4011	2	0.26584
PRDM6	3	0.57698	0.63113	1.0	10206	1	0.15656	0.23382	0.31954	0.914878	5996	2	0.15656
SOX17	4	0.57715	0.63114	1.0	10207	1	0.085892	0.36354	0.43345	0.931838	7971	2	0.085892
USP3	2	0.57723	0.63114	1.0	10208	0	0.092755	0.19449	0.27257	0.885915	5279	1	0.092755
OR4C12	2	0.57725	0.63114	1.0	10209	0	0.075934	0.38052	0.447	0.931838	8203	1	0.075934
TAS2R8	2	0.5774	0.63114	1.0	10210	0	0.086544	0.25954	0.34459	0.91976	6421	1	0.086544
FAM108B1	3	0.57743	0.63114	1.0	10211	1	-0.0031504	0.56765	0.58787	0.964735	10386	1	-0.0031504
CDYL	4	0.57754	0.63114	1.0	10212	1	0.0032255	0.46359	0.51228	0.9473	9261	1	0.0032255
EIF2B5	3	0.57764	0.63127	1.0	10213	1	0.211	0.60943	0.61271	0.964735	10866	1	0.211
GRIK4	3	0.57766	0.63127	1.0	10214	1	0.27977	0.082761	0.13636	0.800993	2894	2	0.27977
FAM214B	2	0.57784	0.63178	1.0	10215	0	-0.079947	0.85249	0.82943	0.984303	14427	0	-0.079947
ADPGK	2	0.57805	0.63178	1.0	10216	0	-0.022749	0.74622	0.72569	0.9771	12732	0	-0.022749
GLT8D2	2	0.57817	0.63202	1.0	10217	0	-0.011657	0.72159	0.70419	0.974533	12385	0	-0.011657
1-Dec	3	0.57856	0.63211	1.0	10218	1	0.16128	0.1597	0.23508	0.857434	4679	2	0.16128
UBL4B	3	0.57859	0.63211	1.0	10219	1	-0.046129	0.37197	0.44205	0.931838	8085	1	-0.046129
THRAP3	4	0.57881	0.63212	1.0	10220	1	0.30896	0.066713	0.11447	0.798789	2456	3	0.30896
TMEM30A	2	0.57884	0.63212	1.0	10221	0	0.14048	0.22528	0.30933	0.908953	5841	1	0.14048
DYRK4	4	0.57898	0.63214	1.0	10222	1	-0.024295	0.33557	0.41116	0.926664	7591	1	-0.024295
LSM1	3	0.57906	0.63214	1.0	10223	1	-0.095301	0.49246	0.53029	0.952092	9553	1	-0.095301
HSD3B2	4	0.57911	0.63214	1.0	10224	1	-0.11603	0.37696	0.44423	0.931838	8150	2	-0.11603
UNC119	3	0.57914	0.63214	1.0	10225	1	0.038482	0.20412	0.28277	0.891136	5445	1	0.038482
CPZ	8	0.57916	0.63214	1.0	10226	2	0.14244	0.072248	0.12389	0.800993	2604	5	0.14244
COG8	3	0.57919	0.63215	1.0	10227	1	0.091054	0.19883	0.27743	0.888692	5352	2	0.091054
MARS	4	0.57937	0.63217	1.0	10228	1	0.14073	0.34537	0.41851	0.927882	7727	2	0.14073
TANK	3	0.57937	0.63217	1.0	10229	1	-0.025964	0.30735	0.38502	0.921654	7170	1	-0.025964
DUS4L	4	0.5794	0.63217	1.0	10230	1	-0.02405	0.63512	0.63279	0.968392	11173	1	-0.02405
MOAP1	2	0.57944	0.63218	1.0	10231	0	0.12128	0.26984	0.35372	0.91976	6593	1	0.12128
FAM82A2	3	0.57951	0.63218	1.0	10232	1	-0.022651	0.44408	0.49967	0.944115	9057	1	-0.022651
TGFB1	3	0.57953	0.63218	1.0	10233	1	0.15154	0.20122	0.27985	0.888692	5393	2	0.15154
BDH2	2	0.57956	0.63218	1.0	10234	0	0.0069852	0.5646	0.58526	0.964735	10355	1	0.0069852
OSGIN2	5	0.57962	0.63218	1.0	10235	1	0.025806	0.9216	0.90301	0.990189	15617	0	0.025806
SLC25A4	4	0.57966	0.63218	1.0	10236	1	0.059408	0.29748	0.37797	0.921103	7030	1	0.059408
CCDC25	2	0.57973	0.63227	1.0	10237	0	-0.058895	0.62301	0.62199	0.967152	11016	0	-0.058895
SERP2	3	0.57982	0.63227	1.0	10238	1	-0.039924	0.67787	0.66901	0.970143	11772	1	-0.039924
LRRIQ4	3	0.57985	0.63227	1.0	10239	1	0.20977	0.12915	0.20158	0.840633	4113	2	0.20977
C8orf73	4	0.57992	0.63227	1.0	10240	1	0.07884	0.7496	0.72996	0.97748	12784	1	0.07884
AC069154.2	2	0.57993	0.63227	1.0	10241	0	0.12695	0.18935	0.2663	0.880759	5186	1	0.12695
PPP1R16A	3	0.58001	0.63227	1.0	10242	1	-0.095293	0.93477	0.91988	0.99208	15888	0	-0.095293
HIST1H2BH	2	0.58003	0.63227	1.0	10243	0	0.029382	0.58996	0.60028	0.964735	10637	0	0.029382
NUDT21	3	0.58006	0.63227	1.0	10244	1	-0.14243	0.22501	0.30928	0.908953	5834	1	-0.14243
C11orf94	3	0.58008	0.63227	1.0	10245	1	0.059295	0.58552	0.59851	0.964735	10596	1	0.059295
WDR25	4	0.58015	0.63227	1.0	10246	1	0.327	0.046961	0.091396	0.797829	1929	3	0.327
GRM7	6	0.58017	0.63227	1.0	10247	1	-0.016798	0.56287	0.58339	0.964735	10328	2	-0.016798
KANSL3	5	0.58021	0.63227	1.0	10248	1	0.077833	0.21906	0.30094	0.901549	5731	2	0.077833
ATPAF1	5	0.58028	0.63227	1.0	10249	1	-0.094732	0.086029	0.14051	0.803342	2994	2	-0.094732
TMEM101	3	0.58029	0.63227	1.0	10250	1	0.12958	0.31287	0.39239	0.924042	7250	1	0.12958
SAMD10	4	0.58044	0.63251	1.0	10251	1	-0.044089	0.3813	0.44707	0.931838	8216	1	-0.044089
WSCD1	3	0.58048	0.63251	1.0	10253	1	0.40665	0.028414	0.054825	0.692793	1361	2	0.40665
CDC20B	4	0.58048	0.63251	1.0	10252	1	0.049027	0.52283	0.55326	0.958884	9885	1	0.049027
SPRY1	3	0.58082	0.63251	1.0	10254	1	0.084733	0.59585	0.60546	0.964735	10711	1	0.084733
NTRK3	2	0.58082	0.63251	1.0	10255	0	0.13677	0.055531	0.10114	0.797829	2152	1	0.13677
C5orf30	2	0.58084	0.63251	1.0	10256	0	0.039712	0.43075	0.49499	0.944115	8908	1	0.039712
SERPINB13	2	0.5809	0.63251	1.0	10258	0	0.092705	0.36758	0.43692	0.931838	8026	1	0.092705
SDR42E1	4	0.5809	0.63251	1.0	10257	1	0.14665	0.18797	0.26514	0.879075	5160	2	0.14665
NT5M	3	0.581	0.63251	1.0	10259	1	0.25305	0.050712	0.095752	0.797829	2031	2	0.25305
METTL16	4	0.58109	0.63253	1.0	10260	1	0.12674	0.075749	0.12681	0.800993	2701	2	0.12674
FAM194A	4	0.58113	0.63253	1.0	10261	1	0.13333	0.34774	0.42222	0.927882	7769	2	0.13333
TCTEX1D2	2	0.58114	0.63253	1.0	10262	0	-0.15386	0.83048	0.81068	0.984303	14074	0	-0.15386
RP9	2	0.58116	0.63253	1.0	10263	0	-0.083732	0.87301	0.84981	0.984931	14779	0	-0.083732
MYLIP	4	0.58119	0.63253	1.0	10264	1	0.15262	0.039856	0.081239	0.797829	1717	2	0.15262
PLEKHG1	3	0.58126	0.63277	1.0	10265	1	0.35019	0.018014	0.034344	0.587742	1005	2	0.35019
HIST1H3A	2	0.58132	0.63277	1.0	10266	0	0.083838	0.27517	0.36036	0.91976	6690	1	0.083838
GPA33	5	0.58149	0.63277	1.0	10267	1	-0.0036296	0.054301	0.099747	0.797829	2122	1	-0.0036296
MMP8	4	0.58152	0.63277	1.0	10268	1	-0.02213	0.053484	0.098631	0.797829	2098	1	-0.02213
