id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Olfr1263	4	0.32296	0.47248	1.0	8857	2	-0.17981	0.30607	0.30556	1.0	5585	1	-0.17981
4833439L19Rik	4	0.32301	0.47254	1.0	8858	2	-0.15139	0.23888	0.24141	1.0	4404	1	-0.15139
Pank2	4	0.32325	0.47276	1.0	8859	1	-0.21038	0.9383	0.93834	1.0	17652	0	-0.21038
Prl7a2	4	0.32329	0.4728	1.0	8860	2	-0.303	0.8946	0.89456	1.0	16743	0	-0.303
Ccdc172	4	0.32333	0.47284	1.0	8861	1	-0.16803	0.87913	0.87908	1.0	16413	0	-0.16803
Magee2	4	0.32334	0.47285	1.0	8862	2	0.27278	0.014798	0.02847	0.945536	562	2	0.27278
Slc26a3	4	0.32336	0.47288	1.0	8863	2	-0.55822	0.4532	0.45294	1.0	8312	0	-0.55822
Slc5a5	4	0.32338	0.4729	1.0	8864	2	-0.2356	0.59074	0.59041	1.0	10893	0	-0.2356
Olfr126	4	0.32346	0.47297	1.0	8865	2	-0.42555	0.20663	0.21198	1.0	3845	1	-0.42555
Myo18b	4	0.32348	0.473	1.0	8866	2	-0.095142	0.35669	0.35623	1.0	6521	0	-0.095142
Cts3	4	0.32357	0.47309	1.0	8867	2	-0.37924	0.78243	0.78221	1.0	14469	0	-0.37924
Cggbp1	4	0.32357	0.47309	1.0	8868	1	-0.031605	0.92684	0.92701	1.0	17412	0	-0.031605
Socs3	4	0.32361	0.47313	1.0	8869	1	0.30018	0.21647	0.2209	1.0	4026	1	0.30018
Olfm3	4	0.32362	0.47314	1.0	8870	2	-0.082869	0.45375	0.45349	1.0	8325	0	-0.082869
AV320801	4	0.32371	0.47322	1.0	8871	2	-0.32446	0.83535	0.83524	1.0	15506	0	-0.32446
Mrpl54	3	0.32374	0.46065	1.0	8872	1	-0.24624	0.67453	0.67441	1.0	12439	0	-0.24624
Cyp2d40	4	0.32377	0.47327	1.0	8873	1	-0.057806	0.75482	0.75459	1.0	13972	0	-0.057806
Aff1	4	0.32381	0.47331	1.0	8874	1	-0.23041	0.61537	0.61507	1.0	11350	0	-0.23041
Mei1	4	0.3239	0.4734	1.0	8875	2	-0.34037	0.63498	0.63474	1.0	11707	0	-0.34037
Mycs	4	0.32395	0.47347	1.0	8876	1	0.72479	0.0071005	0.015087	0.813567	341	2	0.72479
Rad21l	4	0.324	0.47351	1.0	8877	2	0.15239	0.2906	0.29043	1.0	5302	1	0.15239
Tango2	4	0.32407	0.47358	1.0	8878	2	0.15061	0.25041	0.25218	1.0	4592	1	0.15061
Rffl	4	0.32417	0.47368	1.0	8879	1	0.18215	0.62299	0.62276	1.0	11497	0	0.18215
Mboat2	4	0.32423	0.47374	1.0	8880	2	-0.09188	0.24329	0.24552	1.0	4477	1	-0.09188
4933436I01Rik	4	0.32425	0.47376	1.0	8881	1	0.21947	0.8223	0.82221	1.0	15249	0	0.21947
Wnt5a	4	0.32429	0.47381	1.0	8882	1	-0.032378	0.32305	0.32252	1.0	5912	0	-0.032378
Zdbf2	4	0.32435	0.47386	1.0	8883	2	-0.44399	0.77744	0.77714	1.0	14393	0	-0.44399
Idi2	4	0.32435	0.47387	1.0	8884	1	0.6958	0.47894	0.47874	1.0	8785	0	0.6958
Mfi2	4	0.32439	0.47391	1.0	8885	2	-0.18014	0.38378	0.38342	1.0	7028	0	-0.18014
Commd2	4	0.32445	0.47398	1.0	8886	1	-0.033315	0.8191	0.81901	1.0	15179	0	-0.033315
Slc6a4	4	0.32449	0.47401	1.0	8887	2	-0.41685	0.86491	0.86476	1.0	16130	0	-0.41685
Defa5	2	0.32449	0.36338	0.987713	8888	1	-0.5961	0.58328	0.58344	1.0	10753	0	-0.5961
Olfr1161	4	0.32451	0.47403	1.0	8889	2	0.02461	0.4979	0.49755	1.0	9138	0	0.02461
Nkrf	4	0.32468	0.47419	1.0	8890	2	-0.21141	0.27162	0.27221	1.0	4975	1	-0.21141
Olfr1022	4	0.32472	0.47425	1.0	8891	2	-0.50053	0.093235	0.11541	1.0	2079	1	-0.50053
Eepd1	4	0.32482	0.47434	1.0	8892	2	-0.4077	0.33933	0.33882	1.0	6213	0	-0.4077
Raver1	4	0.32491	0.47443	1.0	8893	2	-0.41886	0.81065	0.81057	1.0	15036	0	-0.41886
Nptxr	4	0.32498	0.4745	1.0	8894	2	0.030155	0.077323	0.10256	1.0	1851	1	0.030155
Gpr119	4	0.32508	0.4746	1.0	8895	2	-0.098962	0.65514	0.65492	1.0	12076	0	-0.098962
Tbc1d17	4	0.32509	0.47462	1.0	8896	2	-0.051566	0.5098	0.50939	1.0	9362	0	-0.051566
Evx1	4	0.32512	0.47465	1.0	8897	2	0.057684	0.39313	0.39287	1.0	7208	0	0.057684
Extl1	4	0.32517	0.47469	1.0	8898	2	-0.13911	0.72658	0.72632	1.0	13453	0	-0.13911
Fgfr1	2	0.32522	0.36393	0.987713	8899	1	-0.5961	0.04802	0.052039	1.0	1448	1	-0.5961
Plekha4	4	0.32543	0.47494	1.0	8900	2	-0.059954	0.44617	0.44596	1.0	8173	0	-0.059954
Srf	4	0.32547	0.47498	1.0	8901	1	0.24029	0.52263	0.52224	1.0	9589	0	0.24029
Olfr225	4	0.32566	0.47518	1.0	8902	2	-0.28977	0.22226	0.22609	1.0	4127	1	-0.28977
Fam149b	4	0.32571	0.47523	1.0	8903	2	-0.023336	0.66421	0.66392	1.0	12249	0	-0.023336
Pcdha9	4	0.32576	0.47529	1.0	8904	2	-0.1424	0.058434	0.087576	1.0	1591	1	-0.1424
Neto1	4	0.32578	0.47531	1.0	8905	2	-0.51859	0.50074	0.50043	1.0	9192	0	-0.51859
H2-M9	4	0.3258	0.47533	1.0	8906	2	-0.50395	0.57917	0.57875	1.0	10674	0	-0.50395
Gpkow	4	0.32581	0.47534	1.0	8907	1	0.24752	0.65277	0.65253	1.0	12043	0	0.24752
Foxl2	4	0.32587	0.4754	1.0	8908	2	-0.54479	0.94121	0.94126	1.0	17719	0	-0.54479
Glul	4	0.3259	0.47543	1.0	8909	2	-0.52297	0.82588	0.8258	1.0	15322	0	-0.52297
Lgsn	4	0.32597	0.4755	1.0	8910	2	-0.36039	0.83701	0.83687	1.0	15541	0	-0.36039
Car6	4	0.32599	0.47552	1.0	8911	2	-0.55175	0.96964	0.96967	1.0	18353	0	-0.55175
Zfp536	4	0.32606	0.47559	1.0	8912	2	-0.49478	0.96	0.96	1.0	18135	0	-0.49478
Vmn2r87	4	0.32613	0.47567	1.0	8913	2	-0.36062	0.38814	0.38782	1.0	7112	0	-0.36062
Slc45a4	4	0.32618	0.47572	1.0	8914	2	-0.23709	0.62943	0.62923	1.0	11603	0	-0.23709
Maml3	4	0.3262	0.47574	1.0	8915	2	-0.30611	0.82803	0.82795	1.0	15360	0	-0.30611
Pcdhac1	4	0.32627	0.47581	1.0	8916	2	-0.4633	0.9003	0.90027	1.0	16865	0	-0.4633
Olfr435	4	0.32629	0.47582	1.0	8917	2	-0.41938	0.57395	0.5734	1.0	10573	0	-0.41938
Dydc1	4	0.32637	0.4759	1.0	8918	2	-0.30277	0.8292	0.82911	1.0	15383	0	-0.30277
Gdnf	4	0.32651	0.47603	1.0	8919	2	-0.48829	0.56889	0.56838	1.0	10478	0	-0.48829
Prkcb	4	0.32656	0.47608	1.0	8920	2	-0.49977	0.9612	0.96115	1.0	18166	0	-0.49977
Tbx3	4	0.32667	0.47618	1.0	8921	2	-0.15864	0.28886	0.28873	1.0	5272	1	-0.15864
Asf1b	4	0.32673	0.47623	1.0	8922	1	0.73547	0.55517	0.5546	1.0	10229	0	0.73547
Pnoc	4	0.32677	0.47626	1.0	8923	2	-0.50243	0.92505	0.92521	1.0	17380	0	-0.50243
Uchl1	4	0.32688	0.4764	1.0	8924	2	0.22523	0.17029	0.17998	1.0	3275	1	0.22523
Tbcd	3	0.3269	0.46225	1.0	8925	1	-0.45681	0.55467	0.55478	1.0	10218	0	-0.45681
Timm9	1	0.3269	0.32693	0.977611	8926	1	-0.5961	0.6731	0.67321	1.0	12416	0	-0.5961
Olfr134	4	0.32691	0.47642	1.0	8927	1	0.91853	0.17797	0.18662	1.0	3396	1	0.91853
Trpm5	4	0.3271	0.47662	1.0	8928	2	0.032075	0.31642	0.31599	1.0	5785	0	0.032075
Grp	4	0.32724	0.47676	1.0	8929	2	-0.22939	0.016401	0.031273	0.961895	607	1	-0.22939
Selenos	4	0.32727	0.47679	1.0	8930	2	-0.40748	0.92859	0.92876	1.0	17444	0	-0.40748
Elk3	4	0.32737	0.47688	1.0	8931	2	-0.29181	0.22164	0.22553	1.0	4116	1	-0.29181
Tgm6	4	0.3274	0.47691	1.0	8932	2	0.10621	0.32377	0.32325	1.0	5926	0	0.10621
Gm38423	1	0.32744	0.32748	0.978193	8933	1	-0.5961	0.67256	0.67265	1.0	12406	0	-0.5961
Sorbs1	4	0.32752	0.47703	1.0	8934	2	0.1478	0.25114	0.25286	1.0	4608	1	0.1478
Hacd4	4	0.32754	0.47705	1.0	8935	2	-0.16341	0.10233	0.12266	1.0	2207	1	-0.16341
Vkorc1	4	0.32757	0.47707	1.0	8936	2	-0.0051326	0.24477	0.24687	1.0	4504	1	-0.0051326
Vps13a	4	0.32761	0.47711	1.0	8937	2	-0.41507	0.89247	0.89239	1.0	16695	0	-0.41507
Qrfp	4	0.32769	0.47719	1.0	8938	1	0.41023	0.36909	0.36871	1.0	6749	0	0.41023
Slc6a18	4	0.32785	0.47734	1.0	8939	2	-0.29958	0.50437	0.50401	1.0	9259	0	-0.29958
Rpl12	1	0.32794	0.32798	0.97822	8940	1	-0.5961	0.67206	0.67215	1.0	12390	0	-0.5961
Olfr98	4	0.32799	0.4775	1.0	8941	2	0.11844	0.095627	0.11734	1.0	2107	1	0.11844
Trappc9	4	0.32801	0.47751	1.0	8942	1	0.59223	0.029809	0.053912	1.0	995	2	0.59223
Krtap6-5	4	0.32806	0.47757	1.0	8943	2	-0.23097	0.10746	0.12694	1.0	2289	1	-0.23097
March2	4	0.32808	0.4776	1.0	8944	2	-0.43052	0.75642	0.75619	1.0	14006	0	-0.43052
Olfr818	4	0.32813	0.47764	1.0	8945	2	-0.04632	0.70983	0.70943	1.0	13119	0	-0.04632
Lgals3	3	0.3282	0.46289	1.0	8946	1	0.028882	0.21342	0.21351	1.0	3975	1	0.028882
Slc30a6	4	0.32827	0.47779	1.0	8947	2	-0.055555	0.25679	0.25822	1.0	4700	1	-0.055555
Got2	4	0.3283	0.47781	1.0	8948	2	-0.37904	0.92357	0.92376	1.0	17348	0	-0.37904
Dmrt1	4	0.32839	0.47791	1.0	8949	2	0.16063	0.2761	0.27645	1.0	5050	1	0.16063
Rasa4	4	0.3284	0.47792	1.0	8950	2	-0.099249	0.46111	0.46094	1.0	8446	0	-0.099249
Olfr1313	4	0.32848	0.478	1.0	8951	2	0.15341	0.23481	0.23767	1.0	4338	1	0.15341
Acot1	4	0.32848	0.478	1.0	8952	2	-0.075018	0.37899	0.37859	1.0	6939	0	-0.075018
Car7	4	0.32856	0.47808	1.0	8953	2	-0.50565	0.52601	0.52564	1.0	9655	0	-0.50565
Selenom	4	0.32867	0.47818	1.0	8954	2	-0.47994	0.76599	0.76568	1.0	14180	0	-0.47994
Cgref1	4	0.32869	0.47821	1.0	8955	2	-0.3411	0.9122	0.91219	1.0	17126	0	-0.3411
Ddx24	3	0.32893	0.46324	1.0	8956	1	-0.15101	0.014959	0.02784	0.945536	567	1	-0.15101
Fam19a3	4	0.32896	0.47848	1.0	8957	1	0.5913	0.33289	0.33238	1.0	6088	0	0.5913
Pfdn6	1	0.32901	0.32906	0.979068	8958	1	-0.5961	0.67099	0.67106	1.0	12372	0	-0.5961
Fam13b	4	0.32902	0.47856	1.0	8959	2	-0.2527	0.46182	0.46161	1.0	8460	0	-0.2527
Rnf207	4	0.32905	0.47858	1.0	8960	2	-0.20028	0.55476	0.5542	1.0	10220	0	-0.20028
Zcchc12	4	0.3291	0.47864	1.0	8961	1	0.10987	0.71854	0.71823	1.0	13295	0	0.10987
Oplah	4	0.32945	0.47899	1.0	8962	2	-0.49858	0.57401	0.57346	1.0	10575	0	-0.49858
Rnf220	4	0.32947	0.47901	1.0	8963	2	-0.3258	0.88728	0.88722	1.0	16585	0	-0.3258
Olfr875	4	0.32956	0.4791	1.0	8964	1	0.043386	0.88129	0.88119	1.0	16463	0	0.043386
Abcb4	4	0.32964	0.47918	1.0	8965	1	0.49951	0.16613	0.17641	1.0	3208	1	0.49951
Gmcl1	4	0.3298	0.47933	1.0	8966	2	0.42516	0.0084439	0.017405	0.838452	385	2	0.42516
Stag3	4	0.32984	0.47936	1.0	8967	1	-0.12704	0.84027	0.84009	1.0	15610	0	-0.12704
Ccdc85b	4	0.32989	0.47943	1.0	8968	2	-0.26913	0.44631	0.4461	1.0	8176	0	-0.26913
Zbtb10	4	0.33001	0.47953	1.0	8969	2	-0.17627	0.39265	0.39239	1.0	7198	0	-0.17627
Fbxo39	4	0.33004	0.47955	1.0	8970	2	-0.51428	0.16997	0.17969	1.0	3269	1	-0.51428
Gzmg	4	0.33006	0.47957	1.0	8971	2	-0.033698	0.1848	0.19267	1.0	3504	1	-0.033698
Alg8	4	0.33009	0.4796	1.0	8972	1	0.26978	0.58633	0.58598	1.0	10806	0	0.26978
Mkl1	4	0.33019	0.4797	1.0	8973	1	0.72044	0.15758	0.16905	1.0	3067	1	0.72044
Tox3	4	0.3302	0.47971	1.0	8974	2	-0.27914	0.4459	0.4457	1.0	8167	0	-0.27914
Fam159b	4	0.33022	0.47973	1.0	8975	2	-0.47962	0.37936	0.37894	1.0	6946	0	-0.47962
Ces2g	4	0.33023	0.47974	1.0	8976	1	0.087189	0.67392	0.67373	1.0	12431	0	0.087189
1190003K10Rik	4	0.33031	0.47982	1.0	8977	1	0.24161	0.73433	0.73395	1.0	13588	0	0.24161
Cdc42se1	4	0.33032	0.47983	1.0	8978	2	-0.32958	0.16271	0.17339	1.0	3155	1	-0.32958
Sh2d1b1	4	0.33035	0.47986	1.0	8979	2	-0.41846	0.97156	0.97167	1.0	18399	0	-0.41846
Gm13057	4	0.33039	0.47989	1.0	8980	2	-0.33969	0.73737	0.73695	1.0	13650	0	-0.33969
Vmn2r11	4	0.33055	0.48006	1.0	8981	1	0.24947	0.61335	0.61306	1.0	11305	0	0.24947
Hras	4	0.33058	0.48008	1.0	8982	2	0.072734	0.48033	0.48013	1.0	8805	0	0.072734
Rpa2	1	0.33059	0.33064	0.979554	8983	1	-0.5961	0.66941	0.66949	1.0	12339	0	-0.5961
Olfr1512	4	0.33065	0.48016	1.0	8984	2	-0.22596	0.63355	0.63331	1.0	11680	0	-0.22596
Tnnt2	4	0.33075	0.48026	1.0	8985	2	-0.28168	0.78107	0.78085	1.0	14447	0	-0.28168
Dmrta2	4	0.33079	0.48029	1.0	8986	2	-0.51148	0.84457	0.84437	1.0	15690	0	-0.51148
Speer3	4	0.33089	0.48039	1.0	8987	2	-0.10946	0.72854	0.72822	1.0	13483	0	-0.10946
Msra	4	0.33105	0.48055	1.0	8988	2	0.047882	0.31807	0.31764	1.0	5815	0	0.047882
Olfr1029	4	0.33117	0.48067	1.0	8989	1	0.70845	0.01242	0.024321	0.904869	498	1	0.70845
Ap2m1	2	0.33119	0.36846	0.991075	8990	1	-0.5961	0.81945	0.81909	1.0	15186	0	-0.5961
Cct8l1	4	0.33124	0.48074	1.0	8991	2	-0.031849	0.11865	0.13609	1.0	2464	1	-0.031849
Ctps2	4	0.33126	0.48075	1.0	8992	2	-0.37637	0.67018	0.66999	1.0	12350	0	-0.37637
Sucla2	4	0.3314	0.4809	1.0	8993	2	-0.37018	0.86715	0.86697	1.0	16179	0	-0.37018
Otud6b	4	0.33145	0.48093	1.0	8994	1	-0.22304	0.61692	0.61665	1.0	11386	0	-0.22304
Chd1	4	0.33145	0.48093	1.0	8995	1	0.45455	0.31067	0.31023	1.0	5676	1	0.45455
Psg28	4	0.33145	0.48093	1.0	8996	2	-0.43868	0.15833	0.16971	1.0	3082	1	-0.43868
S100a11	4	0.33145	0.48093	1.0	8997	1	-0.19494	0.30848	0.30797	1.0	5634	1	-0.19494
Pcdhb1	4	0.33162	0.48111	1.0	8998	1	0.39918	0.2928	0.29253	1.0	5344	1	0.39918
Trim13	4	0.33172	0.4812	1.0	8999	2	-0.033688	0.45139	0.45114	1.0	8281	0	-0.033688
Aloxe3	4	0.33175	0.48124	1.0	9000	2	-0.45827	0.022852	0.042169	0.987404	807	1	-0.45827
Fbxl21	4	0.3318	0.48129	1.0	9001	2	-0.10811	0.74929	0.74896	1.0	13870	0	-0.10811
Tkt	2	0.33182	0.36894	0.991233	9002	1	-0.6195	0.85392	0.85377	1.0	15889	0	-0.6195
Mpdu1	4	0.33187	0.48136	1.0	9003	2	-0.38696	0.37579	0.37536	1.0	6883	0	-0.38696
Frg1	4	0.33192	0.48141	1.0	9004	2	-0.43356	0.4311	0.43086	1.0	7892	0	-0.43356
Nup188	4	0.33197	0.48146	1.0	9005	2	-0.19635	0.8403	0.84012	1.0	15611	0	-0.19635
Tmem45a2	4	0.3321	0.48159	1.0	9006	1	-0.10689	0.53366	0.53313	1.0	9809	0	-0.10689
Tmem87b	4	0.33214	0.48163	1.0	9007	2	-0.094022	0.7265	0.72625	1.0	13451	0	-0.094022
Vmn2r15	4	0.33234	0.48182	1.0	9008	2	-0.034302	0.51792	0.51752	1.0	9506	0	-0.034302
Il18rap	4	0.33237	0.48185	1.0	9009	2	-0.41747	0.88912	0.88905	1.0	16613	0	-0.41747
Ahctf1	1	0.33248	0.33245	0.980366	9010	1	-0.5961	0.66752	0.66759	1.0	12308	0	-0.5961
Qsox2	4	0.33251	0.48197	1.0	9011	2	-0.41396	0.034771	0.06222	1.0	1147	1	-0.41396
Myzap	4	0.33258	0.48203	1.0	9012	1	-0.13623	0.66186	0.66162	1.0	12208	0	-0.13623
Impa2	4	0.33261	0.48206	1.0	9013	1	0.014303	0.58104	0.58061	1.0	10710	0	0.014303
Agl	4	0.33265	0.4821	1.0	9014	1	-0.024803	0.024486	0.044926	1.0	849	1	-0.024803
Nin	4	0.33281	0.48225	1.0	9015	2	0.35617	0.021348	0.03965	0.987091	756	2	0.35617
Mapre3	4	0.33288	0.48231	1.0	9016	2	-0.47461	0.9389	0.93895	1.0	17663	0	-0.47461
Olfr601	4	0.33291	0.48233	1.0	9017	2	-0.083272	0.74145	0.74107	1.0	13724	0	-0.083272
Fat1	4	0.33293	0.48235	1.0	9018	1	0.72448	0.37042	0.37005	1.0	6776	0	0.72448
Klrb1c	4	0.33297	0.48239	1.0	9019	1	0.28154	0.32685	0.32634	1.0	5981	0	0.28154
Ifitm3	4	0.33307	0.4825	1.0	9020	2	-0.41845	0.8878	0.88774	1.0	16594	0	-0.41845
Tekt2	4	0.33325	0.48268	1.0	9021	2	0.53487	0.0073722	0.015539	0.813567	353	2	0.53487
Apba3	4	0.33326	0.48269	1.0	9022	2	-0.5604	0.87573	0.87566	1.0	16349	0	-0.5604
Trpm3	4	0.33333	0.48276	1.0	9023	2	-0.28121	0.83754	0.8374	1.0	15552	0	-0.28121
Dmbx1	4	0.33333	0.48276	1.0	9024	2	0.096659	0.21181	0.21664	1.0	3945	1	0.096659
Sycn	4	0.33341	0.48283	1.0	9025	2	0.026159	0.40322	0.40311	1.0	7396	0	0.026159
Sohlh2	4	0.33349	0.48292	1.0	9026	1	0.5832	0.22767	0.23106	1.0	4218	1	0.5832
Rdh13	4	0.33352	0.48295	1.0	9027	2	-0.40046	0.85954	0.85931	1.0	16014	0	-0.40046
Oxct2b	4	0.33354	0.48297	1.0	9028	2	-0.29276	0.036025	0.064333	1.0	1186	1	-0.29276
Tnfrsf4	4	0.3336	0.48303	1.0	9029	1	-0.24536	0.030845	0.055658	1.0	1022	1	-0.24536
Slc16a8	4	0.33378	0.4832	1.0	9030	2	-0.29571	0.71439	0.71403	1.0	13215	0	-0.29571
Gpx8	4	0.33383	0.48324	1.0	9031	2	-0.25725	0.76068	0.76038	1.0	14092	0	-0.25725
Olfr1216	4	0.33384	0.48326	1.0	9032	2	0.25775	0.48881	0.48853	1.0	8969	0	0.25775
Zfp955a	4	0.33392	0.48333	1.0	9033	2	-0.1889	0.728	0.72772	1.0	13477	0	-0.1889
Etl4	4	0.33396	0.48336	1.0	9034	1	0.69188	0.30112	0.30072	1.0	5493	1	0.69188
Pmch	4	0.33396	0.48336	1.0	9035	1	0.25602	0.66395	0.66367	1.0	12243	0	0.25602
Nckipsd	4	0.33396	0.48336	1.0	9036	1	0.074751	0.62134	0.62107	1.0	11467	0	0.074751
Crtam	4	0.33397	0.48338	1.0	9037	2	-0.5349	0.85836	0.85815	1.0	15986	0	-0.5349
Btbd35f7	4	0.33411	0.48352	1.0	9038	2	-0.051868	0.28649	0.28645	1.0	5230	1	-0.051868
Prdm8	4	0.33412	0.48353	1.0	9039	2	0.20129	0.36448	0.36408	1.0	6662	0	0.20129
D8Ertd738e	3	0.33417	0.46591	1.0	9040	1	-0.27132	0.84057	0.84053	1.0	15619	0	-0.27132
Tmem50b	4	0.3342	0.48361	1.0	9041	2	-0.38221	0.87738	0.87729	1.0	16378	0	-0.38221
Zfp26	4	0.33428	0.48371	1.0	9042	1	0.40144	0.23472	0.23759	1.0	4336	1	0.40144
Serac1	4	0.33444	0.48388	1.0	9043	1	0.039823	0.28177	0.28195	1.0	5149	1	0.039823
Lce1i	3	0.3346	0.46612	1.0	9044	1	-0.24654	0.80104	0.80103	1.0	14839	0	-0.24654
Lyrm5	4	0.33468	0.48413	1.0	9045	2	0.30532	0.031886	0.05741	1.0	1057	2	0.30532
Blm	4	0.33469	0.48415	1.0	9046	2	-0.044283	0.41303	0.41285	1.0	7583	0	-0.044283
Taar2	4	0.33469	0.48415	1.0	9047	1	-0.011472	0.79207	0.79193	1.0	14657	0	-0.011472
N4bp2l2	4	0.33469	0.48415	1.0	9048	1	-0.085639	0.32421	0.3237	1.0	5937	0	-0.085639
Prox2	4	0.33477	0.48423	1.0	9049	2	-0.11192	0.29168	0.29145	1.0	5323	1	-0.11192
Slc35b1	1	0.33478	0.33478	0.980572	9050	1	-0.5961	0.66522	0.66528	1.0	12266	0	-0.5961
Cluh	4	0.33491	0.48435	1.0	9051	2	-0.45555	0.38695	0.38663	1.0	7087	0	-0.45555
Bmpr1a	4	0.33495	0.48438	1.0	9052	1	0.5988	0.52266	0.52227	1.0	9590	0	0.5988
Zfp965	4	0.33498	0.48441	1.0	9053	2	-0.18442	0.25863	0.25994	1.0	4734	1	-0.18442
Cpxm1	4	0.33503	0.48447	1.0	9054	2	-0.46772	0.85467	0.85449	1.0	15902	0	-0.46772
Gfod2	4	0.33505	0.48448	1.0	9055	2	-0.30997	0.80305	0.80294	1.0	14881	0	-0.30997
Vmn1r194	4	0.33508	0.48452	1.0	9056	2	-0.12902	0.65168	0.65145	1.0	12018	0	-0.12902
Btbd10	4	0.33511	0.48454	1.0	9057	1	0.0074284	0.78188	0.78165	1.0	14459	0	0.0074284
Tmem190	4	0.33512	0.48456	1.0	9058	2	-0.40426	0.46448	0.46422	1.0	8506	0	-0.40426
Rps6kb2	4	0.33515	0.4846	1.0	9059	2	0.11916	0.49257	0.49228	1.0	9043	0	0.11916
Ccni	4	0.33517	0.48462	1.0	9060	2	-0.039737	0.38116	0.38076	1.0	6982	0	-0.039737
Immp1l	4	0.33522	0.48466	1.0	9061	2	-0.37537	0.56419	0.56371	1.0	10400	0	-0.37537
Kcnk3	4	0.33524	0.48469	1.0	9062	2	-0.37922	0.92856	0.92873	1.0	17442	0	-0.37922
Golph3	4	0.33534	0.48478	1.0	9063	2	-0.38826	0.86769	0.86752	1.0	16187	0	-0.38826
Tmem168	4	0.33538	0.48483	1.0	9064	1	0.010303	0.51347	0.51301	1.0	9432	0	0.010303
Vegfb	4	0.33541	0.48485	1.0	9065	2	-0.15525	0.73812	0.7377	1.0	13666	0	-0.15525
Olfr1095	4	0.33548	0.48492	1.0	9066	2	-0.22235	0.82744	0.82736	1.0	15345	0	-0.22235
Sat2	4	0.33554	0.48499	1.0	9067	1	0.94491	0.038954	0.069203	1.0	1272	2	0.94491
Dsg2	4	0.33562	0.48507	1.0	9068	2	0.0058488	0.11179	0.13053	1.0	2356	1	0.0058488
Msh4	4	0.33598	0.48545	1.0	9069	2	-0.27129	0.38817	0.38786	1.0	7113	0	-0.27129
Il1r2	4	0.336	0.48546	1.0	9070	2	-0.51871	0.70885	0.70848	1.0	13107	0	-0.51871
Ereg	4	0.33604	0.48551	1.0	9071	2	-0.16571	0.68966	0.68943	1.0	12750	0	-0.16571
2700081O15Rik	4	0.3361	0.48556	1.0	9072	1	-0.079003	0.90548	0.90549	1.0	16968	0	-0.079003
Olfr24	4	0.33611	0.48558	1.0	9073	2	0.10559	0.040871	0.072384	1.0	1323	1	0.10559
Dlgap5	4	0.33613	0.48559	1.0	9074	1	0.20837	0.32397	0.32346	1.0	5931	0	0.20837
Cyhr1	4	0.33616	0.48562	1.0	9075	2	0.2254	0.076666	0.10204	1.0	1842	1	0.2254
Serpinb6c	4	0.3363	0.48576	1.0	9076	2	-0.37478	0.81171	0.81162	1.0	15062	0	-0.37478
Zfp85	4	0.33642	0.48588	1.0	9077	2	-0.080249	0.24006	0.2425	1.0	4423	1	-0.080249
Cep135	4	0.33645	0.4859	1.0	9078	1	0.043725	0.47555	0.47533	1.0	8721	0	0.043725
Hist1h2an	1	0.33654	0.33656	0.982214	9079	1	-0.5961	0.66346	0.6635	1.0	12232	0	-0.5961
Cep170	4	0.33666	0.48611	1.0	9080	2	-0.10635	0.41411	0.41388	1.0	7604	0	-0.10635
Olfr676	4	0.3367	0.48616	1.0	9081	2	-0.22977	0.57616	0.57569	1.0	10618	0	-0.22977
Dnajc7	4	0.33675	0.48621	1.0	9082	2	0.34252	0.031854	0.057357	1.0	1056	2	0.34252
Syt14	4	0.33677	0.48623	1.0	9083	1	0.21709	0.16585	0.17617	1.0	3203	1	0.21709
Cib3	4	0.33687	0.48632	1.0	9084	2	-0.33891	0.3012	0.30078	1.0	5495	1	-0.33891
Hlcs	4	0.33692	0.48638	1.0	9085	1	0.36637	0.36077	0.36039	1.0	6596	0	0.36637
Atp1a4	4	0.33696	0.48642	1.0	9086	2	-0.46254	0.7029	0.70259	1.0	13003	0	-0.46254
Enpep	4	0.33696	0.48642	1.0	9087	1	0.0086216	0.77074	0.77049	1.0	14259	0	0.0086216
Rpl7a	1	0.33699	0.33704	0.982363	9088	1	-0.5961	0.66301	0.66305	1.0	12223	0	-0.5961
Aipl1	4	0.33715	0.48659	1.0	9089	2	-0.40521	0.93054	0.93067	1.0	17479	0	-0.40521
Pdzrn4	4	0.33725	0.48668	1.0	9090	2	-0.31103	0.90521	0.90521	1.0	16963	0	-0.31103
Trim45	4	0.33746	0.48692	1.0	9091	2	-0.29583	0.65909	0.65889	1.0	12160	0	-0.29583
B4galt4	4	0.33753	0.48698	1.0	9092	2	-0.28509	0.87473	0.87463	1.0	16331	0	-0.28509
Zkscan3	4	0.33767	0.48712	1.0	9093	2	-0.23215	0.85237	0.85216	1.0	15854	0	-0.23215
Ints4	2	0.33788	0.37357	0.992274	9094	1	-0.5961	0.050506	0.054386	1.0	1485	1	-0.5961
Armc8	4	0.33795	0.48739	1.0	9095	2	-0.32532	0.69995	0.69968	1.0	12953	0	-0.32532
Sgcb	4	0.338	0.48744	1.0	9096	2	-0.44397	0.89874	0.89868	1.0	16828	0	-0.44397
Armcx2	4	0.33819	0.48762	1.0	9097	2	-0.20577	0.819	0.81891	1.0	15178	0	-0.20577
